City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
468,Avera,US,33.194,-82.5271,95.56,39,26,7.16,scattered clouds
469,Mansa,IN,29.9833,75.3833,98.46,27,21,3.96,few clouds
470,Santander,ES,43.4647,-3.8044,74.52,82,0,5.75,clear sky
471,Sambava,MG,-14.2667,50.1667,72.77,79,1,6.33,clear sky
472,Punta De Piedra,VE,7.6176,-71.4916,83.68,71,49,2.37,scattered clouds
473,Manresa,ES,41.725,1.8266,97.9,19,100,8.01,overcast clouds
474,Arman,RU,59.7,150.1667,44.02,97,100,2.06,light rain
475,Kushima,JP,31.4583,131.2333,71.85,91,100,4.34,light rain
476,Los Algarrobos,PA,8.5,-82.4333,81.01,74,40,1.14,scattered clouds
477,Raudeberg,NO,61.9875,5.1352,54.86,92,100,12.84,overcast clouds
478,Kahului,US,20.8947,-156.47,75.85,84,40,12.66,scattered clouds
479,Wakema,MM,16.6,95.1833,80.96,86,95,4.14,overcast clouds
480,Winnemucca,US,40.973,-117.7357,78.85,14,0,3.44,clear sky
481,Huicheng,CN,23.0385,116.2899,77.49,94,92,5.73,overcast clouds
482,Palera,IN,25.0167,79.2333,83.57,58,100,12.88,overcast clouds
483,Bambous Virieux,MU,-20.3428,57.7575,74.21,78,40,9.22,scattered clouds
484,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,73.92,93,100,9.73,light rain
485,Marsa Matruh,EG,31.3525,27.2453,77.2,78,20,11.5,few clouds
486,Grenaa,DK,56.4158,10.8783,70.02,72,0,15.93,clear sky
487,Rio Grande,BR,-32.035,-52.0986,75.31,66,93,3.83,overcast clouds
488,Atherton,GB,53.5237,-2.4935,78.89,45,83,1.99,broken clouds
489,Port Keats,AU,-14.25,129.55,70.99,26,67,12.53,broken clouds
490,Mahina,PF,-17.5065,-149.489,74.97,83,20,3.44,light rain
491,Teya,RU,60.3778,92.6267,61.84,68,91,2.44,overcast clouds
492,Cao Bang,VN,22.6667,106.25,76.17,97,100,1.16,overcast clouds
493,Sajanan,TN,37.0573,9.2426,85.12,27,0,11.07,clear sky
494,Esso,RU,55.9333,158.7,47.55,99,100,4.76,overcast clouds
495,Ronneby,SE,56.21,15.276,70.3,56,0,10.36,clear sky
496,Gberia Fotombu,SL,9.8833,-11.1667,81.27,74,99,6.02,light rain
497,Tortoli,IT,39.9256,9.6572,85.82,66,0,6.91,clear sky
498,Zyryanka,RU,65.75,150.85,56.61,62,53,6.85,broken clouds
499,Lahij,YE,13.1667,44.5833,89.1,41,35,4.81,scattered clouds
500,Concepcion Del Oro,MX,24.6333,-101.4167,71.6,26,65,14.27,broken clouds
501,Lashio,MM,22.9333,97.75,67.87,99,100,1.41,overcast clouds
502,Fort Nelson,CA,58.8053,-122.7002,51.39,87,100,6.91,overcast clouds
503,Kibre Mengist,ET,5.8833,38.9833,60.19,88,88,3.13,overcast clouds
504,Qaqortoq,GL,60.7167,-46.0333,42.12,70,50,7.83,scattered clouds
505,Korla,CN,41.7597,86.1469,84.67,25,98,24.47,overcast clouds
506,Taitung,TW,22.7583,121.1444,80.11,81,95,3.06,overcast clouds
507,Belmonte,BR,-15.8631,-38.8828,76.48,56,45,9.69,scattered clouds
508,Grand Forks,US,47.9417,-97.4337,67.93,52,40,19.57,scattered clouds
509,Compostela,PH,7.6731,126.0889,74.08,94,82,1.19,broken clouds
510,Balkhash,KZ,46.844,74.9804,71.24,43,8,4.61,clear sky
511,Syamzha,RU,60.0158,41.0614,56.91,88,67,5.91,broken clouds
512,Camacupa,AO,-12.0167,17.4833,65.48,26,21,3.27,few clouds
513,Aswan,EG,24.0934,32.907,101.5,13,0,8.05,clear sky
514,Broome,US,42.2506,-75.833,76.08,76,100,8.99,overcast clouds
515,Kontagora,NG,10.3999,5.4695,85.15,56,56,5.39,broken clouds
516,Kormilovka,RU,55.0026,74.1028,58.08,83,91,8.86,overcast clouds
517,Atlantic Beach,US,30.3344,-81.3987,96.04,68,37,5.01,scattered clouds
518,Aklavik,CA,68.2191,-135.0107,58.35,42,20,2.53,few clouds
519,Mapimi,MX,25.8167,-103.85,83.14,27,27,16.4,scattered clouds
520,Den Helder,NL,52.9599,4.7593,73.02,55,100,4.0,overcast clouds
521,Huercal-Overa,ES,37.389,-1.9454,97.23,23,33,6.04,scattered clouds
522,Byron Bay,AU,-28.65,153.6167,51.71,75,0,8.12,clear sky
523,Kaeo,NZ,-35.1,173.7833,48.33,95,44,4.79,scattered clouds
524,Wick,GB,58.4333,-3.0833,57.25,82,20,5.75,few clouds
525,Vestmannaeyjar,IS,63.4427,-20.2734,50.99,76,75,20.71,broken clouds
526,Svencionys,LT,55.15,26.1667,58.69,82,100,5.61,overcast clouds
527,Zaokskiy,RU,54.7306,37.4089,59.09,74,9,5.73,clear sky
528,Touho,NC,-20.7833,165.2333,75.83,87,92,12.57,light rain
529,Bugiri,UG,0.5714,33.7417,68.77,74,74,5.88,broken clouds
530,Sychevka,RU,55.8252,34.2736,58.37,70,69,6.73,broken clouds
531,Road Town,VG,18.4167,-64.6167,86.04,74,40,10.36,scattered clouds
532,Pozo Colorado,PY,-23.4923,-58.7972,87.3,41,21,14.34,few clouds
533,Nanortalik,GL,60.1432,-45.2371,40.59,77,21,4.23,few clouds
534,Beatrice,US,40.2681,-96.747,83.17,54,0,6.67,clear sky
535,Livingston,GB,55.9029,-3.5226,68.27,64,95,8.84,overcast clouds
536,Lukovetskiy,RU,64.2956,41.9211,56.48,92,70,8.77,light rain
537,Santa Marinella,IT,42.0345,11.8536,87.67,68,0,6.4,clear sky
538,Okha,RU,53.5739,142.9478,43.0,91,100,4.61,overcast clouds
539,Garowe,SO,8.4054,48.4845,88.09,30,40,18.21,scattered clouds
540,Khunti,IN,23.0833,85.2833,78.91,63,99,6.42,overcast clouds
541,Brae,GB,60.3964,-1.353,56.55,77,96,7.7,overcast clouds
542,Coria,ES,39.9879,-6.5377,92.44,25,59,15.59,broken clouds
543,Turayf,SA,31.6725,38.6637,98.85,16,0,5.75,clear sky
544,Cedar City,US,37.6775,-113.0619,82.4,9,0,10.6,clear sky
545,Pleasanton,US,37.6624,-121.8747,74.08,59,70,3.0,broken clouds
546,Coquimbo,CL,-29.9533,-71.3436,58.73,72,40,9.22,scattered clouds
547,Skala,PL,50.2305,19.8536,65.62,80,20,4.61,few clouds
548,Pacific Grove,US,36.6177,-121.9166,66.54,82,1,10.0,clear sky
549,Hami,CN,42.8,93.45,84.83,24,34,21.09,scattered clouds
550,Seara,PT,41.1818,-7.8003,78.96,52,91,7.29,overcast clouds
551,Abancay,PE,-13.6339,-72.8814,69.42,25,2,4.41,clear sky
552,Muros,ES,42.7762,-9.0603,75.83,65,97,3.78,light rain
553,Lethem,GY,3.3803,-59.7968,86.13,63,28,4.38,scattered clouds
554,Nouadhibou,MR,20.931,-17.0347,75.18,64,3,20.71,sand
555,Naze,JP,28.3667,129.4833,72.52,87,100,6.26,heavy intensity rain
556,Shenjiamen,CN,29.9576,122.298,71.31,96,91,13.8,overcast clouds
557,Matehuala,MX,23.65,-100.65,76.3,32,68,16.06,broken clouds
558,Tutoia,BR,-2.7619,-42.2744,86.74,53,49,4.43,scattered clouds
559,Shelburne,CA,44.0787,-80.2041,78.12,71,100,16.8,overcast clouds
560,Conakry,GN,9.538,-13.6773,87.87,70,75,13.8,broken clouds
561,Itarema,BR,-2.9248,-39.9167,85.3,59,18,11.52,few clouds
562,Ikom,NG,5.9667,8.7063,75.04,96,99,3.02,moderate rain
563,Algiers,DZ,36.7525,3.042,84.02,48,0,13.8,clear sky
564,Phan Thiet,VN,10.9333,108.1,78.71,85,58,1.74,broken clouds
565,Itatiaia,BR,-22.4961,-44.5633,75.52,45,0,3.36,clear sky
566,San Cristobal,VE,7.7669,-72.225,82.58,49,59,7.49,broken clouds
567,Pratapgarh,IN,24.0333,74.7833,88.16,50,63,13.29,broken clouds
568,Colac,AU,-38.3333,143.5833,48.83,95,77,4.5,broken clouds
569,San Andres,CO,12.5847,-81.7006,84.22,74,75,8.05,broken clouds
570,Acarau,BR,-2.8856,-40.12,85.39,60,31,9.91,scattered clouds
571,Saint Anthony,US,45.0205,-93.218,76.82,53,3,5.01,clear sky
572,Norrtalje,SE,59.758,18.705,62.78,51,97,2.53,overcast clouds
573,Beyneu,KZ,45.3167,55.2,88.11,15,60,8.01,broken clouds
574,Lasa,IT,46.6166,10.7002,76.37,48,54,7.74,broken clouds
575,Ouesso,CG,1.6136,16.0517,76.86,79,100,2.8,light rain
576,Puerto Del Rosario,ES,28.5004,-13.8627,74.95,73,20,19.57,few clouds
577,Yabrud,SY,33.9674,36.6574,76.03,27,0,1.54,clear sky
578,Kununurra,AU,-15.7667,128.7333,53.58,76,55,0.0,broken clouds
579,Tromso,NO,69.6496,18.957,55.38,66,75,12.66,broken clouds
580,Sembe,CG,1.6481,14.5806,74.97,90,64,2.86,light rain
581,Bayanday,RU,53.0661,105.5139,56.89,89,20,3.89,few clouds
582,Takoradi,GH,4.8845,-1.7554,73.54,94,100,8.28,moderate rain
583,Burnie,AU,-41.0667,145.9167,44.94,87,75,4.65,broken clouds
584,Vila Franca Do Campo,PT,37.7167,-25.4333,66.61,75,11,5.82,few clouds
585,San Isidro,PE,-12.1167,-77.05,64.51,65,0,8.05,clear sky
586,Comodoro Rivadavia,AR,-45.8667,-67.5,51.66,35,0,36.82,clear sky
587,Athabasca,CA,54.7169,-113.2854,63.01,66,67,5.79,broken clouds
588,Puerto Montt,CL,-41.4698,-72.9447,45.43,100,100,11.5,overcast clouds
589,Lalibela,ET,12.0333,39.0333,70.34,27,74,7.85,broken clouds
590,Osakarovka,KZ,50.565,72.5692,57.42,73,70,2.98,broken clouds
591,Nemuro,JP,43.3236,145.575,53.56,98,86,14.2,overcast clouds
592,Jan Kempdorp,ZA,-27.9225,24.8305,47.01,32,16,6.13,few clouds
593,Dapdap,PH,12.062,125.4881,80.98,80,19,3.47,few clouds
594,Mandalgovi,MN,45.7625,106.2708,66.02,61,61,12.84,broken clouds
595,Dryden,CA,49.7833,-92.7503,57.49,94,100,16.11,overcast clouds
596,Bignona,SN,12.8103,-16.2264,93.24,46,100,12.93,overcast clouds
597,Los Llanos De Aridane,ES,28.6585,-17.9182,69.55,81,75,12.66,broken clouds
598,Mednogorsk,RU,51.4128,57.595,65.5,62,23,2.57,few clouds
599,Maceio,BR,-9.6658,-35.7353,74.64,88,100,4.61,mist
600,Nantucket,US,41.2835,-70.0995,68.14,82,72,14.0,broken clouds
601,Puerto Madryn,AR,-42.7692,-65.0385,54.84,38,2,16.26,clear sky
602,Helmsdale,GB,58.1168,-3.6517,66.94,76,99,9.64,overcast clouds
603,Itaueira,BR,-7.6033,-43.0256,90.43,34,63,9.84,broken clouds
604,Pangnirtung,CA,66.1451,-65.7125,39.2,75,75,20.71,broken clouds
605,Carinhanha,BR,-14.3047,-43.765,86.09,22,0,6.71,clear sky
606,San-Pedro,CI,4.7485,-6.6363,74.62,93,100,10.94,moderate rain
607,Cururupu,BR,-1.8283,-44.8683,88.5,49,99,6.4,overcast clouds
608,Olafsvik,IS,64.8945,-23.7142,49.71,67,48,12.33,scattered clouds
609,Charlestown,AU,-32.95,151.6667,53.42,77,15,3.0,few clouds
610,Douglas,US,41.3,-96.167,83.95,42,0,6.91,clear sky
611,Morondava,MG,-20.2833,44.2833,74.86,72,1,12.28,clear sky
612,Bocaiuva,BR,-17.1078,-43.815,76.71,25,0,7.36,clear sky
613,Makakilo City,US,21.3469,-158.0858,75.18,83,75,5.75,broken clouds
614,Homer,US,59.6425,-151.5483,57.78,77,45,0.87,scattered clouds
615,Pangody,RU,65.85,74.4859,56.19,42,88,18.14,overcast clouds
616,El Higo,MX,21.7667,-98.4667,85.1,60,27,3.6,scattered clouds
617,Puerto Narino,CO,-3.7703,-70.3831,81.84,78,79,0.34,broken clouds
618,Wiwili,NI,13.6268,-85.8254,81.1,69,100,1.92,overcast clouds
619,Mangai,CD,-4.05,19.5333,75.87,74,78,2.17,broken clouds
620,Shar,KZ,49.5886,81.0453,57.36,72,75,1.52,broken clouds
621,Balkanabat,TM,39.5108,54.3671,85.23,41,5,11.14,clear sky
622,Kedrovyy,RU,56.1667,91.8167,55.87,99,96,4.54,overcast clouds
623,Mogzon,RU,51.7435,111.9606,55.94,64,96,1.43,overcast clouds
624,Kota Kinabalu,MY,5.9749,116.0724,78.78,94,20,5.01,few clouds
625,Necochea,AR,-38.5473,-58.7368,54.01,67,81,8.3,broken clouds
626,Kastamonu,TR,41.5,33.6667,60.19,81,42,3.6,light rain
627,Aksha,RU,50.2814,113.2867,58.86,75,100,1.52,overcast clouds
628,Siguiri,GN,11.6667,-9.5,97.0,33,98,9.91,overcast clouds
629,Lewiston,US,44.1003,-70.2148,76.05,60,35,13.85,scattered clouds
630,Padang,ID,-0.9492,100.3543,76.8,91,100,5.88,light rain
631,Labuhan,ID,-6.8844,112.2051,79.41,86,44,6.73,scattered clouds
632,Coos Bay,US,43.3665,-124.2179,57.99,90,100,4.61,overcast clouds
633,Zaoyang,CN,32.1272,112.7542,77.81,73,21,12.95,few clouds
634,Bat Khela,PK,34.6167,71.9714,83.91,35,5,8.63,clear sky
635,Malibu,US,34.005,-118.8101,82.71,83,50,6.89,scattered clouds
636,Duluth,US,46.7833,-92.1066,74.55,48,75,27.63,broken clouds
637,Wanxian,CN,30.8039,108.3897,76.64,75,30,2.93,scattered clouds
638,Gisborne,NZ,-38.6533,178.0042,57.47,66,100,8.12,overcast clouds
639,Khorixas,NA,-20.3667,14.9667,70.88,24,0,10.65,clear sky
640,Ust-Tsilma,RU,65.441,52.1498,60.48,94,100,5.91,light rain
641,Jacksonville,US,30.3322,-81.6556,96.03,63,40,9.22,scattered clouds
642,Sinnamary,GF,5.3833,-52.95,82.63,70,57,5.95,moderate rain
643,Bassar,TG,9.25,0.7833,78.62,81,78,3.98,moderate rain
644,Sobolevo,RU,54.4299,31.8996,59.54,81,82,5.61,broken clouds
645,Erdenet,MN,49.0333,104.0833,55.58,94,9,3.89,clear sky
646,Pochutla,MX,15.7432,-96.4661,83.82,70,100,3.11,overcast clouds
647,Talnakh,RU,69.4865,88.3972,60.21,70,100,2.57,light rain
648,Fairbanks,US,64.8378,-147.7164,60.3,77,99,1.28,overcast clouds
649,Lensk,RU,60.7253,114.9278,52.29,96,48,2.57,scattered clouds
650,Nkhotakota,MW,-12.9274,34.2961,70.57,77,18,2.59,few clouds
651,Isangel,VU,-19.55,169.2667,75.81,84,100,11.05,heavy intensity rain
652,Itum-Kale,RU,42.7356,45.5758,62.15,95,98,2.91,overcast clouds
653,Port Said,EG,31.2565,32.2841,78.78,78,0,9.22,clear sky
654,Finschhafen,PG,-6.6024,147.8681,76.44,88,100,5.35,overcast clouds
655,Sonoita,MX,31.85,-112.8333,98.38,8,0,5.48,clear sky
656,Awbari,LY,26.5921,12.7805,93.11,12,0,12.39,clear sky
657,Port-Gentil,GA,-0.7193,8.7815,76.96,78,40,11.5,scattered clouds
658,Rauma,FI,61.1272,21.5113,60.84,68,3,8.9,clear sky
659,Ayan,RU,56.45,138.1667,41.09,96,37,5.21,scattered clouds
660,Pyaozerskiy,RU,65.8333,31.1667,47.07,94,100,11.25,overcast clouds
661,Ostrovnoy,RU,68.0531,39.5131,42.57,97,100,17.9,moderate rain
662,Lima,PE,-12.0432,-77.0282,63.39,65,0,8.05,clear sky
663,Columbia,US,34.0007,-81.0348,97.23,50,7,2.53,clear sky
664,Leninskoye,KZ,41.7589,69.3864,76.12,43,48,10.29,scattered clouds
665,Acapulco,MX,16.8634,-99.8901,79.7,81,100,7.07,overcast clouds
666,Sabancuy,MX,18.9667,-91.1833,87.75,55,3,7.65,clear sky
667,Hamilton,US,39.1834,-84.5333,93.09,62,30,7.0,scattered clouds
668,Honiara,SB,-9.4333,159.95,76.03,84,93,6.53,overcast clouds
669,Sokoto,NG,13.0609,5.239,90.57,36,57,3.51,broken clouds
670,Southbridge,US,42.0751,-72.0334,71.85,73,100,1.99,overcast clouds
671,Bukachacha,RU,52.9833,116.9167,53.98,68,24,2.86,few clouds
672,Sayyan,YE,15.1718,44.3244,71.62,23,59,10.27,broken clouds
673,Puerto Penasco,MX,31.3167,-113.5333,84.9,58,0,4.0,clear sky
674,Shu,KZ,43.5983,73.7614,71.87,40,3,8.19,clear sky
675,Kuytun,RU,54.3419,101.5036,62.82,79,58,2.33,broken clouds
676,Umm Lajj,SA,25.0213,37.2685,83.46,69,0,7.0,clear sky
677,Paldiski,EE,59.3567,24.0531,64.65,59,0,14.97,clear sky
678,Samoylovka,RU,51.184,43.7081,60.19,90,54,6.31,broken clouds
679,Bentiu,SS,9.2333,29.8333,86.81,47,38,0.18,scattered clouds
680,Mollendo,PE,-17.0231,-72.0147,62.31,76,94,9.64,overcast clouds
681,Rioja,AR,-29.4111,-66.8507,62.6,31,0,8.16,clear sky
682,Anloga,GH,5.7947,0.8973,76.89,85,100,19.64,light rain
683,Constitucion,CL,-35.3333,-72.4167,55.8,69,3,7.27,clear sky
684,Makaleng,BW,-20.9,27.2833,56.28,24,0,7.94,clear sky
685,Kyra,RU,49.5776,111.9753,60.53,76,100,3.13,moderate rain
686,Saint-Joseph,RE,-21.3667,55.6167,68.38,77,34,6.13,scattered clouds
687,Kushiro,JP,42.975,144.3747,56.12,97,57,7.23,broken clouds
688,Bintulu,MY,3.1667,113.0333,77.13,90,98,4.34,overcast clouds
689,Plainview,US,40.7765,-73.4673,71.78,74,100,16.11,overcast clouds
690,Alofi,NU,-19.0595,-169.9187,78.64,74,42,17.43,scattered clouds
691,Cradock,ZA,-32.1642,25.6192,45.72,33,42,5.19,scattered clouds
692,Freetown,SL,8.484,-13.2299,81.82,77,71,10.38,broken clouds
693,Berlevag,NO,70.8578,29.0864,41.0,87,75,12.66,light rain
694,Kutum,SD,14.2,24.6667,89.31,15,1,9.98,clear sky
695,Isla Vista,US,34.4133,-119.861,86.34,64,75,6.91,mist
696,Xuddur,SO,4.1213,43.8894,80.67,48,94,11.07,overcast clouds
697,Saint-Paul,RE,-21.0096,55.2707,73.49,78,5,8.84,clear sky
698,Bonthe,SL,7.5264,-12.505,81.55,78,97,11.9,light rain
699,Kaniama,CD,-7.5667,24.1833,76.84,31,16,3.67,few clouds
700,Cam Ranh,VN,11.9214,109.1591,84.16,74,20,8.05,few clouds
701,Pascagoula,US,30.3658,-88.5561,94.55,67,46,3.85,scattered clouds
702,Khani,GE,41.9563,42.9566,63.97,91,92,1.45,overcast clouds
